datetime;date;indeks;price;volume;rfnbo_cutoff;day_of_month;month;year
21-03-2025;21.03.2025;t3pa;71.56;1607000;25.76;21;03;2025
24-03-2025;24.03.2025;t3pa;69.85;3245500;25.15;24;03;2025
25-03-2025;25.03.2025;t3pa;69.61;3245500;25.06;25;03;2025
27-03-2025;27.03.2025;t3pa;68.41;3245500;24.63;27;03;2025
28-03-2025;28.03.2025;t3pa;67.36;1607000;24.25;28;03;2025
31-03-2025;31.03.2025;t3pa;66.8;3246500;24.05;31;03;2025
01-04-2025;01.04.2025;t3pa;66.71;3245500;24.02;01;04;2025
02-04-2025;02.04.2025;t3pa;68.62;2072500;24.70;02;04;2025
03-04-2025;03.04.2025;t3pa;65.75;3245500;23.67;03;04;2025
04-04-2025;04.04.2025;t3pa;63.8;1607000;22.97;04;04;2025
07-04-2025;07.04.2025;t3pa;59.76;3245500;21.51;07;04;2025
08-04-2025;08.04.2025;t3pa;60.35;3245500;21.73;08;04;2025
10-04-2025;10.04.2025;t3pa;62.08;3245500;22.35;10;04;2025
11-04-2025;11.04.2025;t3pa;61.01;1607000;21.96;11;04;2025
14-04-2025;14.04.2025;t3pa;64.6;3245500;23.26;14;04;2025
15-04-2025;15.04.2025;t3pa;66.21;3245500;23.84;15;04;2025
16-04-2025;16.04.2025;t3pa;65.98;2072500;23.75;16;04;2025
17-04-2025;17.04.2025;t3pa;65.06;3245500;23.42;17;04;2025
22-04-2025;22.04.2025;t3pa;63.3;3245500;22.79;22;04;2025
24-04-2025;24.04.2025;t3pa;63.93;3245500;23.01;24;04;2025
25-04-2025;25.04.2025;t3pa;65.89;1607000;23.72;25;04;2025
28-04-2025;28.04.2025;t3pa;64.2;3245500;23.11;28;04;2025
29-04-2025;29.04.2025;t3pa;63.55;3245500;22.88;29;04;2025
30-04-2025;30.04.2025;t3pa;65.05;2072500;23.42;30;04;2025
05-05-2025;05.05.2025;t3pa;66.64;3245500;23.99;05;05;2025
06-05-2025;06.05.2025;t3pa;67.88;3245500;24.44;06;05;2025
08-05-2025;08.05.2025;t3pa;70.3;3245500;25.31;08;05;2025
09-05-2025;09.05.2025;t3pa;70.2;1607000;25.27;09;05;2025
12-05-2025;12.05.2025;t3pa;71.01;3245500;25.56;12;05;2025
13-05-2025;13.05.2025;t3pa;71.69;3245500;25.81;13;05;2025
14-05-2025;14.05.2025;t3pa;71.85;2072500;25.87;14;05;2025
15-05-2025;15.05.2025;t3pa;70.11;3245500;25.24;15;05;2025
16-05-2025;16.05.2025;t3pa;72.94;1607000;26.26;16;05;2025
19-05-2025;19.05.2025;t3pa;69.44;3245500;25.00;19;05;2025
20-05-2025;20.05.2025;t3pa;70.69;3245500;25.45;20;05;2025
22-05-2025;22.05.2025;t3pa;71.84;3245500;25.86;22;05;2025
23-05-2025;23.05.2025;t3pa;71.11;1607000;25.60;23;05;2025
27-05-2025;27.05.2025;t3pa;71.51;3245500;25.74;27;05;2025
28-05-2025;28.05.2025;t3pa;70.54;2072500;25.39;28;05;2025
02-06-2025;02.06.2025;t3pa;70.58;3245500;25.41;02;06;2025
03-06-2025;03.06.2025;t3pa;70.61;3245500;25.42;03;06;2025
05-06-2025;05.06.2025;t3pa;72.54;3245500;26.11;05;06;2025
06-06-2025;06.06.2025;t3pa;72.3;1607000;26.03;06;06;2025
10-06-2025;10.06.2025;t3pa;72.16;3245500;25.98;10;06;2025
11-06-2025;11.06.2025;t3pa;73.5;2072500;26.46;11;06;2025
12-06-2025;12.06.2025;t3pa;72.71;3245500;26.18;12;06;2025
13-06-2025;13.06.2025;t3pa;75.36;1607000;27.13;13;06;2025
16-06-2025;16.06.2025;t3pa;74.51;3245500;26.82;16;06;2025
17-06-2025;17.06.2025;t3pa;74.05;3245500;26.66;17;06;2025
19-06-2025;19.06.2025;t3pa;73.48;3245500;26.45;19;06;2025
20-06-2025;20.06.2025;t3pa;71.97;1607000;25.91;20;06;2025
23-06-2025;23.06.2025;t3pa;72;3245500;25.92;23;06;2025
24-06-2025;24.06.2025;t3pa;72.91;3245500;26.25;24;06;2025
25-06-2025;25.06.2025;t3pa;71.72;2072500;25.82;25;06;2025
26-06-2025;26.06.2025;t3pa;69.46;3245500;25.01;26;06;2025
27-06-2025;27.06.2025;t3pa;69.4;1607000;24.98;27;06;2025
30-06-2025;30.06.2025;t3pa;68.95;3246500;24.82;30;06;2025
01-07-2025;01.07.2025;t3pa;69.01;3245500;24.84;01;07;2025
03-07-2025;03.07.2025;t3pa;70.52;3245500;25.39;03;07;2025
04-07-2025;04.07.2025;t3pa;70.85;1607000;25.51;04;07;2025
07-07-2025;07.07.2025;t3pa;70.34;3245500;25.32;07;07;2025
08-07-2025;08.07.2025;t3pa;69.96;3245500;25.19;08;07;2025
09-07-2025;09.07.2025;t3pa;69.88;2072500;25.16;09;07;2025
10-07-2025;10.07.2025;t3pa;70.44;3245500;25.36;10;07;2025
11-07-2025;11.07.2025;t3pa;69.3;1607000;24.95;11;07;2025
14-07-2025;14.07.2025;t3pa;70.42;3245500;25.35;14;07;2025
15-07-2025;15.07.2025;t3pa;69.76;3245500;25.11;15;07;2025
17-07-2025;17.07.2025;t3pa;70.05;3245500;25.22;17;07;2025
18-07-2025;18.07.2025;t3pa;69.68;1607000;25.08;18;07;2025
21-07-2025;21.07.2025;t3pa;69.53;3245500;25.03;21;07;2025
22-07-2025;22.07.2025;t3pa;68.73;3245500;24.74;22;07;2025
23-07-2025;23.07.2025;t3pa;69.1;2072500;24.88;23;07;2025
24-07-2025;24.07.2025;t3pa;68.89;3245500;24.80;24;07;2025
25-07-2025;25.07.2025;t3pa;70.22;1607000;25.28;25;07;2025
28-07-2025;28.07.2025;t3pa;70.63;3245500;25.43;28;07;2025
29-07-2025;29.07.2025;t3pa;70.53;3245500;25.39;29;07;2025
31-07-2025;31.07.2025;t3pa;72;3245500;25.92;31;07;2025
01-08-2025;01.08.2025;t3pa;71.14;1607000;25.61;01;08;2025
04-08-2025;04.08.2025;t3pa;69.52;3245500;25.03;04;08;2025
05-08-2025;05.08.2025;t3pa;70.07;3245500;25.23;05;08;2025
06-08-2025;06.08.2025;t3pa;70.74;2072500;25.47;06;08;2025
07-08-2025;07.08.2025;t3pa;70.1;3245500;25.24;07;08;2025
08-08-2025;08.08.2025;t3pa;72.14;1607000;25.97;08;08;2025
11-08-2025;11.08.2025;t3pa;72.18;3245500;25.98;11;08;2025
12-08-2025;12.08.2025;t3pa;71.3;3245500;25.67;12;08;2025
14-08-2025;14.08.2025;t3pa;70.54;3245500;25.39;14;08;2025
15-08-2025;15.08.2025;t3pa;70.13;1607000;25.25;15;08;2025
18-08-2025;18.08.2025;t3pa;70.21;3245500;25.28;18;08;2025
19-08-2025;19.08.2025;t3pa;71.37;3245500;25.69;19;08;2025
20-08-2025;20.08.2025;t3pa;70.47;2069000;25.37;20;08;2025
21-08-2025;21.08.2025;t3pa;71.19;3245500;25.63;21;08;2025
22-08-2025;22.08.2025;t3pa;72.05;1607000;25.94;22;08;2025
25-08-2025;25.08.2025;t3pa;71.36;3245500;25.69;25;08;2025
26-08-2025;26.08.2025;t3pa;71.31;3245500;25.67;26;08;2025
28-08-2025;28.08.2025;t3pa;71.18;3244500;25.62;28;08;2025
29-08-2025;29.08.2025;t3pa;71.3;1614500;25.67;29;08;2025
01-09-2025;01.09.2025;t3pa;73.14;3268000;26.33;01;09;2025
02-09-2025;02.09.2025;t3pa;73.5;3268000;26.46;02;09;2025
03-09-2025;03.09.2025;t3pa;73.27;2162500;26.38;03;09;2025
04-09-2025;04.09.2025;t3pa;74.38;3268000;26.78;04;09;2025
05-09-2025;05.09.2025;t3pa;75.44;1691000;27.16;05;09;2025
08-09-2025;08.09.2025;t3pa;75.21;3268000;27.08;08;09;2025
09-09-2025;09.09.2025;t3pa;76.4;3268000;27.50;09;09;2025
11-09-2025;11.09.2025;t3pa;76.07;3268000;27.39;11;09;2025
12-09-2025;12.09.2025;t3pa;75.02;1691000;27.01;12;09;2025
15-09-2025;15.09.2025;t3pa;75.02;3268000;27.01;15;09;2025
16-09-2025;16.09.2025;t3pa;76.17;3268000;27.42;16;09;2025
17-09-2025;17.09.2025;t3pa;77.53;2162500;27.91;17;09;2025
18-09-2025;18.09.2025;t3pa;77.22;3268000;27.80;18;09;2025
19-09-2025;19.09.2025;t3pa;76.57;1691000;27.57;19;09;2025
22-09-2025;22.09.2025;t3pa;76.8;3268000;27.65;22;09;2025
23-09-2025;23.09.2025;t3pa;75.6;3268000;27.22;23;09;2025
25-09-2025;25.09.2025;t3pa;75.56;3268000;27.20;25;09;2025
26-09-2025;26.09.2025;t3pa;75.17;1691000;27.06;26;09;2025
29-09-2025;29.09.2025;t3pa;75.2;3268000;27.07;29;09;2025
30-09-2025;30.09.2025;t3pa;75.95;3268500;27.34;30;09;2025
01-10-2025;01.10.2025;t3pa;74.3;2162500;26.75;01;10;2025
02-10-2025;02.10.2025;t3pa;76.05;3268000;27.38;02;10;2025
06-10-2025;06.10.2025;t3pa;79.19;3268000;28.51;06;10;2025
07-10-2025;07.10.2025;t3pa;78.3;3268000;28.19;07;10;2025
08-10-2025;08.10.2025;t3pa;77.39;796500;27.86;08;10;2025
09-10-2025;09.10.2025;t3pa;77.95;3268000;28.06;09;10;2025
10-10-2025;10.10.2025;t3pa;79.22;1691000;28.52;10;10;2025
13-10-2025;13.10.2025;t3pa;78.66;3268000;28.32;13;10;2025
14-10-2025;14.10.2025;t3pa;76.91;3268000;27.69;14;10;2025
15-10-2025;15.10.2025;t3pa;76.58;2162500;27.57;15;10;2025
16-10-2025;16.10.2025;t3pa;77.82;3268000;28.02;16;10;2025
17-10-2025;17.10.2025;t3pa;77.99;1691000;28.08;17;10;2025
20-10-2025;20.10.2025;t3pa;78.75;3268000;28.35;20;10;2025
21-10-2025;21.10.2025;t3pa;78.94;3268000;28.42;21;10;2025
23-10-2025;23.10.2025;t3pa;78.54;3268000;28.27;23;10;2025
24-10-2025;24.10.2025;t3pa;78.47;1691000;28.25;24;10;2025
27-10-2025;27.10.2025;t3pa;77.56;3268000;27.92;27;10;2025
28-10-2025;28.10.2025;t3pa;77.85;3268000;28.03;28;10;2025
29-10-2025;29.10.2025;t3pa;78.55;2162500;28.28;29;10;2025
30-10-2025;30.10.2025;t3pa;78.71;3268000;28.34;30;10;2025
31-10-2025;31.10.2025;t3pa;78.66;1691000;28.32;31;10;2025
03-11-2025;03.11.2025;t3pa;79.3;3268000;28.55;03;11;2025
04-11-2025;04.11.2025;t3pa;81.26;3268000;29.25;04;11;2025
06-11-2025;06.11.2025;t3pa;80.07;3268000;28.83;06;11;2025
07-11-2025;07.11.2025;t3pa;79.76;1691000;28.71;07;11;2025
10-11-2025;10.11.2025;t3pa;79.97;3268000;28.79;10;11;2025
11-11-2025;11.11.2025;t3pa;79.91;3268000;28.77;11;11;2025
12-11-2025;12.11.2025;t3pa;81.51;2162500;29.34;12;11;2025
13-11-2025;13.11.2025;t3pa;81.31;3268000;29.27;13;11;2025
14-11-2025;14.11.2025;t3pa;80.85;1691000;29.11;14;11;2025
17-11-2025;17.11.2025;t3pa;80.25;3268000;28.89;17;11;2025
18-11-2025;18.11.2025;t3pa;80.41;3268000;28.95;18;11;2025
20-11-2025;20.11.2025;t3pa;81.16;3268000;29.22;20;11;2025
21-11-2025;21.11.2025;t3pa;80.47;1691000;28.97;21;11;2025
24-11-2025;24.11.2025;t3pa;80;3268000;28.80;24;11;2025
25-11-2025;25.11.2025;t3pa;81.19;3268000;29.23;25;11;2025
26-11-2025;26.11.2025;t3pa;81.51;2162500;29.34;26;11;2025
27-11-2025;27.11.2025;t3pa;81.07;3268000;29.19;27;11;2025
28-11-2025;28.11.2025;t3pa;82.6;1691000;29.74;28;11;2025
01-12-2025;01.12.2025;t3pa;83.01;3268000;29.88;01;12;2025
02-12-2025;02.12.2025;t3pa;82.19;3268000;29.59;02;12;2025
04-12-2025;04.12.2025;t3pa;81.39;3268000;29.30;04;12;2025
05-12-2025;05.12.2025;t3pa;82.25;1691000;29.61;05;12;2025
08-12-2025;08.12.2025;t3pa;82.17;3268000;29.58;08;12;2025
09-12-2025;09.12.2025;t3pa;82.22;3268000;29.60;09;12;2025
10-12-2025;10.12.2025;t3pa;82.18;2166000;29.58;10;12;2025
11-12-2025;11.12.2025;t3pa;83.77;3268000;30.16;11;12;2025
12-12-2025;12.12.2025;t3pa;83.65;1696000;30.11;12;12;2025
15-12-2025;15.12.2025;t3pa;84.6;3273000;30.46;15;12;2025
07-01-2026;07.01.2026;t3pa;86.27;1524500;31.06;07;01;2026
08-01-2026;08.01.2026;t3pa;85.47;2712500;30.77;08;01;2026
09-01-2026;09.01.2026;t3pa;87;1093000;31.32;09;01;2026
12-01-2026;12.01.2026;t3pa;87.87;2712500;31.63;12;01;2026
13-01-2026;13.01.2026;t3pa;88.71;2712500;31.94;13;01;2026
15-01-2026;15.01.2026;t3pa;91.32;2712500;32.88;15;01;2026
16-01-2026;16.01.2026;t3pa;91.34;1093000;32.88;16;01;2026
19-01-2026;19.01.2026;t3pa;87.34;2712500;31.44;19;01;2026
20-01-2026;20.01.2026;t3pa;84.58;2712500;30.45;20;01;2026
21-01-2026;21.01.2026;t3pa;83.55;1524500;30.08;21;01;2026
22-01-2026;22.01.2026;t3pa;86.55;2712500;31.16;22;01;2026
23-01-2026;23.01.2026;t3pa;87.51;1093000;31.50;23;01;2026
26-01-2026;26.01.2026;t3pa;86.4;2712500;31.10;26;01;2026
27-01-2026;27.01.2026;t3pa;85.93;2712500;30.93;27;01;2026
29-01-2026;29.01.2026;t3pa;82.58;2712500;29.73;29;01;2026
30-01-2026;30.01.2026;t3pa;81.68;1093000;29.40;30;01;2026
02-02-2026;02.02.2026;t3pa;80.57;2712500;29.01;02;02;2026
03-02-2026;03.02.2026;t3pa;81.7;2712500;29.41;03;02;2026
04-02-2026;04.02.2026;t3pa;80.8;1524500;29.09;04;02;2026
05-02-2026;05.02.2026;t3pa;80.55;2712500;29.00;05;02;2026
06-02-2026;06.02.2026;t3pa;77.23;1093000;27.80;06;02;2026
09-02-2026;09.02.2026;t3pa;78.53;2712500;28.27;09;02;2026
10-02-2026;10.02.2026;t3pa;79.2;2712500;28.51;10;02;2026
12-02-2026;12.02.2026;t3pa;70.89;2712500;25.52;12;02;2026
13-02-2026;13.02.2026;t3pa;71.5;1093000;25.74;13;02;2026
16-02-2026;16.02.2026;t3pa;69.8;2712500;25.13;16;02;2026
17-02-2026;17.02.2026;t3pa;67.82;2712500;24.42;17;02;2026
18-02-2026;18.02.2026;t3pa;69.22;1524500;24.92;18;02;2026
19-02-2026;19.02.2026;t3pa;70.51;2712500;25.38;19;02;2026
20-02-2026;20.02.2026;t3pa;70.87;1093000;25.51;20;02;2026
23-02-2026;23.02.2026;t3pa;70.4;2712500;25.34;23;02;2026
24-02-2026;24.02.2026;t3pa;69.7;2712500;25.09;24;02;2026
26-02-2026;26.02.2026;t3pa;68.37;2712500;24.61;26;02;2026
27-02-2026;27.02.2026;t3pa;70.26;1093000;25.29;27;02;2026
02-03-2026;02.03.2026;t3pa;68.42;2712500;24.63;02;03;2026
03-03-2026;03.03.2026;t3pa;68.77;2712500;24.76;03;03;2026
04-03-2026;04.03.2026;t3pa;70.75;1524500;25.47;04;03;2026
05-03-2026;05.03.2026;t3pa;68.99;2712500;24.84;05;03;2026
06-03-2026;06.03.2026;t3pa;69.66;1093000;25.08;06;03;2026
09-03-2026;09.03.2026;t3pa;68.53;2712500;24.67;09;03;2026
10-03-2026;10.03.2026;t3pa;71.1;2712500;25.60;10;03;2026
12-03-2026;12.03.2026;t3pa;70.58;2712500;25.41;12;03;2026
13-03-2026;13.03.2026;t3pa;67.07;1093000;24.15;13;03;2026
16-03-2026;16.03.2026;t3pa;68.41;2712500;24.63;16;03;2026
17-03-2026;17.03.2026;t3pa;64.52;2712500;23.23;17;03;2026
18-03-2026;18.03.2026;t3pa;65.16;1524500;23.46;18;03;2026
19-03-2026;19.03.2026;t3pa;62.19;2712500;22.39;19;03;2026
20-03-2026;20.03.2026;t3pa;66.69;1093000;24.01;20;03;2026
23-03-2026;23.03.2026;t3pa;64.7;2712500;23.29;23;03;2026
24-03-2026;24.03.2026;t3pa;67.06;2712500;24.14;24;03;2026
26-03-2026;26.03.2026;t3pa;69.12;2712500;24.88;26;03;2026
27-03-2026;27.03.2026;t3pa;70.55;1093000;25.40;27;03;2026
30-03-2026;30.03.2026;t3pa;70;2712500;25.20;30;03;2026
31-03-2026;31.03.2026;t3pa;71.13;2728000;25.61;31;03;2026
01-04-2026;01.04.2026;t3pa;71.56;1524500;25.76;01;04;2026
02-04-2026;02.04.2026;t3pa;71.71;2712500;25.82;02;04;2026
07-04-2026;07.04.2026;t3pa;70.6;2712500;25.42;07;04;2026
09-04-2026;09.04.2026;t3pa;70.67;2712500;25.44;09;04;2026
10-04-2026;10.04.2026;t3pa;72;1093000;25.92;10;04;2026
13-04-2026;13.04.2026;t3pa;70.62;2712500;25.42;13;04;2026
14-04-2026;14.04.2026;t3pa;72.1;2712500;25.96;14;04;2026
15-04-2026;15.04.2026;t3pa;73.57;1524500;26.49;15;04;2026
16-04-2026;16.04.2026;t3pa;72.4;2712500;26.06;16;04;2026
17-04-2026;17.04.2026;t3pa;75.9;1093000;27.32;17;04;2026
20-04-2026;20.04.2026;t3pa;74.84;2712500;26.94;20;04;2026
21-04-2026;21.04.2026;t3pa;73.9;2712500;26.60;21;04;2026
23-04-2026;23.04.2026;t3pa;73.63;2712500;26.51;23;04;2026
24-04-2026;24.04.2026;t3pa;74.03;1093000;26.65;24;04;2026
27-04-2026;27.04.2026;t3pa;73.2;2712500;26.35;27;04;2026
28-04-2026;28.04.2026;t3pa;74.14;2712500;26.69;28;04;2026
