,wind,solar,price
2024-06-05 13,0.1222,0.5352,130.8750
2024-06-05 14,0.1569,0.4626,121.7500
2024-06-05 15,0.1650,0.4353,129.7500
2024-06-05 16,0.1881,0.3000,156.1250
2024-06-05 17,0.1992,0.1890,182.7500
2024-06-05 18,0.1833,0.0865,189.7500
2024-06-05 19,0.2336,0.0145,185.2500
2024-06-05 20,0.2416,0.0001,173.2500
2024-06-05 21,0.2913,0.0000,149.5000
2024-06-05 22,0.3000,0.0000,128.0000
2024-06-05 23,0.2886,0.0000,111.4375
2024-06-06 00,0.2795,0.0000,117.0000
2024-06-06 01,0.2781,0.0000,122.6875
2024-06-06 02,0.2451,0.0000,120.5625
2024-06-06 03,0.3025,0.0000,99.6250
2024-06-06 04,0.3037,0.0000,111.7500
2024-06-06 05,0.2744,0.0129,108.8750
2024-06-06 06,0.2549,0.0840,120.5625
2024-06-06 07,0.2085,0.2498,140.7500
2024-06-06 08,0.1715,0.4385,128.3750
2024-06-06 09,0.1479,0.5210,117.6875
2024-06-06 10,0.1259,0.5693,93.2500
2024-06-06 11,0.1105,0.6479,109.7500
2024-06-06 12,0.1108,0.7104,103.7500
2024-06-06 13,0.2263,0.6675,73.3125
2024-06-06 14,0.2634,0.5781,60.4688
2024-06-06 15,0.2891,0.5015,48.3438
2024-06-06 16,0.2651,0.3997,58.8438
2024-06-06 17,0.2754,0.2482,84.5000
2024-06-06 18,0.2705,0.1191,113.3750
2024-06-06 19,0.2832,0.0207,120.8750
2024-06-06 20,0.2478,0.0002,99.0625
2024-06-06 21,0.2394,0.0001,90.8750
2024-06-06 22,0.1707,0.0001,116.0000
2024-06-06 23,0.1216,0.0000,119.5000
2024-06-07 00,0.1010,0.0000,171.2500
2024-06-07 01,0.0912,0.0000,160.1250
2024-06-07 02,0.0886,0.0000,124.9375
2024-06-07 03,0.0471,0.0000,134.7500
2024-06-07 04,0.0457,0.0000,139.3750
2024-06-07 05,0.0369,0.0109,134.2500
2024-06-07 06,0.0118,0.0829,145.0000
2024-06-07 07,0.0222,0.2255,116.3125
2024-06-07 08,0.1033,0.3921,116.9375
2024-06-07 09,0.0541,0.5166,109.5625
2024-06-07 10,0.0310,0.5713,101.5000
2024-06-07 11,0.0134,0.5977,107.1875
2024-06-07 12,0.0025,0.5889,111.9375
2024-06-07 13,0.0093,0.5444,97.7500
2024-06-07 14,0.0275,0.4900,104.0625
2024-06-07 15,0.0110,0.4343,124.3750
2024-06-07 16,0.0096,0.3660,131.3750
2024-06-07 17,0.0158,0.2339,155.8750
2024-06-07 18,0.0329,0.1080,161.7500
2024-06-07 19,0.0671,0.0178,156.6250
2024-06-07 20,0.0759,0.0002,138.1250
2024-06-07 21,0.0788,0.0000,131.1250
2024-06-07 22,0.0885,0.0000,131.1250
2024-06-07 23,0.0909,0.0000,126.1875
2024-06-08 00,0.0936,0.0000,110.5000
2024-06-08 01,0.0864,0.0000,120.0625
2024-06-08 02,0.0880,0.0000,126.4375
2024-06-08 03,0.0920,0.0000,125.1250
2024-06-08 04,0.0938,0.0000,125.3750
2024-06-08 05,0.0922,0.0143,128.6250
2024-06-08 06,0.0923,0.1136,127.7500
2024-06-08 07,0.0490,0.3054,108.6250
2024-06-08 08,0.0277,0.4888,117.2500
2024-06-08 09,0.0008,0.6416,80.5625
2024-06-08 10,0.0046,0.7271,49.7812
2024-06-08 11,0.0095,0.7651,41.0312
2024-06-08 12,0.0618,0.7812,37.0000
2024-06-08 13,0.0708,0.7651,46.7812
2024-06-08 14,0.0916,0.7275,25.2188
2024-06-08 15,0.1068,0.6445,32.6875
2024-06-08 16,0.1660,0.5215,28.8281
2024-06-08 17,0.1941,0.3450,51.8750
2024-06-08 18,0.2465,0.1396,82.9375
2024-06-08 19,0.2910,0.0223,105.0625
2024-06-08 20,0.3020,0.0002,118.1250
2024-06-08 21,0.3140,0.0000,122.5625
2024-06-08 22,0.3140,0.0000,100.5625
2024-06-08 23,0.2957,0.0000,94.1250
2024-06-09 00,0.2690,0.0000,79.8125
2024-06-09 01,0.2590,0.0000,99.4375
2024-06-09 02,0.2544,0.0000,96.6875
2024-06-09 03,0.2444,0.0000,82.6250
2024-06-09 04,0.2229,0.0000,99.8125
2024-06-09 05,0.1901,0.0132,104.0625
2024-06-09 06,0.1660,0.1088,108.6875
2024-06-09 07,0.1229,0.3054,91.0625
2024-06-09 08,0.0967,0.4888,72.9375
2024-06-09 09,0.0723,0.6416,65.6875
2024-06-09 10,0.0667,0.7271,72.6875
2024-06-09 11,0.0707,0.7651,50.7812
2024-06-09 12,0.0665,0.7812,67.0000
2024-06-09 13,0.0736,0.7651,75.0000
2024-06-09 14,0.0623,0.7275,67.4375
2024-06-09 15,0.0714,0.6445,71.5000
2024-06-09 16,0.0748,0.5215,74.1875
2024-06-09 17,0.0918,0.3450,87.2500
2024-06-09 18,0.1196,0.1396,130.1250
2024-06-09 19,0.1625,0.0248,153.0000
2024-06-09 20,0.2086,0.0002,154.8750
2024-06-09 21,0.2151,0.0001,148.6250
2024-06-09 22,0.2205,0.0001,130.2500
2024-06-09 23,0.2244,0.0000,123.3125
2024-06-10 00,0.2208,0.0000,114.0625
2024-06-10 01,0.2013,0.0000,127.6250
2024-06-10 02,0.1925,0.0000,142.1250
2024-06-10 03,0.1859,0.0000,141.3750
2024-06-10 04,0.2015,0.0000,128.0000
2024-06-10 05,0.2175,0.0147,122.1250
2024-06-10 06,0.2015,0.1081,120.5000
2024-06-10 07,0.1659,0.3054,128.1250
2024-06-10 08,0.1367,0.4888,102.6250
2024-06-10 09,0.1223,0.6416,93.0625
2024-06-10 10,0.1142,0.7271,102.9375
2024-06-10 11,0.1185,0.7651,87.0625
2024-06-10 12,0.1034,0.7812,99.4375
2024-06-10 13,0.0850,0.7651,88.9375
2024-06-10 14,0.0655,0.7275,83.5000
2024-06-10 15,0.0545,0.6299,101.8750
2024-06-10 16,0.0865,0.5215,132.0000
2024-06-10 17,0.1122,0.3450,136.6250
2024-06-10 18,0.1470,0.1396,163.0000
2024-06-10 19,0.1959,0.0192,173.8750
2024-06-10 20,0.2291,0.0001,172.3750
2024-06-10 21,0.2258,0.0000,167.3750
2024-06-10 22,0.2181,0.0000,134.2500
2024-06-10 23,0.2020,0.0000,132.6250
2024-06-11 00,0.2014,0.0000,126.9375
2024-06-11 01,0.1475,0.0000,113.6250
2024-06-11 02,0.1333,0.0000,85.1875
2024-06-11 03,0.1218,0.0000,86.8125
2024-06-11 04,0.1025,0.0000,126.3125
2024-06-11 05,0.0758,0.0096,134.6250
2024-06-11 06,0.0703,0.0734,156.3750
2024-06-11 07,0.0498,0.2089,138.5000
2024-06-11 08,0.0339,0.3418,130.5000
2024-06-11 09,0.0119,0.4932,133.7500
2024-06-11 10,0.0222,0.5947,121.1875
2024-06-11 11,0.0122,0.6758,115.9375
2024-06-11 12,0.0611,0.6763,116.1875
2024-06-11 13,0.0428,0.6719,132.8750
2024-06-11 14,0.0243,0.6655,104.3750
2024-06-11 15,0.0135,0.6226,103.2500
2024-06-11 16,0.0404,0.5215,116.5625
2024-06-11 17,0.0681,0.3450,124.4375
2024-06-11 18,0.1037,0.1396,168.8750
2024-06-11 19,0.1349,0.0192,184.1250
2024-06-11 20,0.1454,0.0001,162.2500
2024-06-11 21,0.1350,0.0000,146.3750
2024-06-11 22,0.1425,0.0000,131.3750
2024-06-11 23,0.1466,0.0000,141.8750
2024-06-12 00,0.1444,0.0000,125.5625
2024-06-12 01,0.1605,0.0000,120.5000
2024-06-12 02,0.1659,0.0000,111.0625
2024-06-12 03,0.1660,0.0000,110.5000
2024-06-12 04,0.1666,0.0000,118.6250
2024-06-12 05,0.1685,0.0106,130.3750
2024-06-12 06,0.1898,0.0931,124.4375
2024-06-12 07,0.1917,0.2321,120.3750
2024-06-12 08,0.1927,0.3645,93.4375
2024-06-12 09,0.1802,0.4663,87.7500
2024-06-12 10,0.1859,0.5239,88.8125
2024-06-12 11,0.2058,0.5649,76.0625
2024-06-12 12,0.2173,0.5537,58.5938
2024-06-12 13,0.2206,0.5649,72.9375
2024-06-12 14,0.2264,0.5576,73.8750
2024-06-12 15,0.1926,0.5132,86.9375
2024-06-12 16,0.2062,0.4131,108.5625
2024-06-12 17,0.2177,0.2703,112.7500
2024-06-12 18,0.2236,0.1188,122.7500
2024-06-12 19,0.2500,0.0143,140.0000
2024-06-12 20,0.2996,0.0001,110.7500
2024-06-12 21,0.3022,0.0000,98.7500
2024-06-12 22,0.2793,0.0000,85.9375
2024-06-12 23,0.2690,0.0000,75.3125
2024-06-13 00,0.2581,0.0000,71.8750
2024-06-13 01,0.2096,0.0000,67.3125
2024-06-13 02,0.1871,0.0000,62.3438
2024-06-13 03,0.2007,0.0000,82.8125
2024-06-13 04,0.2266,0.0000,104.6875
2024-06-13 05,0.2551,0.0117,81.1875
2024-06-13 06,0.2467,0.0867,74.6250
2024-06-13 07,0.2344,0.1938,77.8750
2024-06-13 08,0.2290,0.2876,76.6875
2024-06-13 09,0.2067,0.4260,56.0000
2024-06-13 10,0.2229,0.5425,38.7500
2024-06-13 11,0.2203,0.5732,49.3438
2024-06-13 12,0.1643,0.5776,53.1875
2024-06-13 13,0.1569,0.5698,56.7812
2024-06-13 14,0.1869,0.4934,51.8750
2024-06-13 15,0.1887,0.4661,63.0625
2024-06-13 16,0.2021,0.3560,74.2500
2024-06-13 17,0.2212,0.2039,105.8125
2024-06-13 18,0.2615,0.0934,103.8125
2024-06-13 19,0.2954,0.0108,105.2500
2024-06-13 20,0.2932,0.0001,100.6250
2024-06-13 21,0.2437,0.0000,92.0625
2024-06-13 22,0.2190,0.0000,106.1250
2024-06-13 23,0.2153,0.0000,99.7500
2024-06-14 00,0.2092,0.0000,91.1250
2024-06-14 01,0.2089,0.0000,87.3125
2024-06-14 02,0.2235,0.0000,78.5625
2024-06-14 03,0.2367,0.0000,73.2500
2024-06-14 04,0.2661,0.0000,64.2500
2024-06-14 05,0.2656,0.0098,87.8750
2024-06-14 06,0.2598,0.0772,100.8750
2024-06-14 07,0.2484,0.1539,132.5000
2024-06-14 08,0.2333,0.2482,124.3125
2024-06-14 09,0.1919,0.4392,95.8750
2024-06-14 10,0.2408,0.4678,82.7500
2024-06-14 11,0.2773,0.3545,80.8125
2024-06-14 12,0.3323,0.3125,67.9375
2024-06-14 13,0.3271,0.3989,78.5625
2024-06-14 14,0.3625,0.3032,77.7500
2024-06-14 15,0.3591,0.3196,93.3125
2024-06-14 16,0.4326,0.2517,90.6875
2024-06-14 17,0.4248,0.1583,97.5000
2024-06-14 18,0.4243,0.0895,92.8125
2024-06-14 19,0.4465,0.0059,102.5625
2024-06-14 20,0.3972,0.0000,83.5000
2024-06-14 21,0.3867,0.0000,84.2500
2024-06-14 22,0.3628,0.0000,57.3438
2024-06-14 23,0.3804,0.0000,59.1250
2024-06-15 00,0.3748,0.0000,53.1250
2024-06-15 01,0.4053,0.0000,55.0625
2024-06-15 02,0.4167,0.0000,37.3438
2024-06-15 03,0.4412,0.0000,49.0625
2024-06-15 04,0.4480,0.0000,45.2188
2024-06-15 05,0.4155,0.0114,46.7500
2024-06-15 06,0.3936,0.0886,25.8438
2024-06-15 07,0.3596,0.1906,42.1250
2024-06-15 08,0.3191,0.3364,55.9688
2024-06-15 09,0.2343,0.5142,43.0938
2024-06-15 10,0.2158,0.5859,49.5625
2024-06-15 11,0.1621,0.5688,50.1250
2024-06-15 12,0.1724,0.5361,43.9375
2024-06-15 13,0.1958,0.5610,118.8125
2024-06-15 14,0.1663,0.5039,102.9375
2024-06-15 15,0.2024,0.4634,109.0625
2024-06-15 16,0.2690,0.3799,41.5938
2024-06-15 17,0.3220,0.2954,59.6875
2024-06-15 18,0.3342,0.1396,86.5625
2024-06-15 19,0.3303,0.0219,103.5000
2024-06-15 20,0.2979,0.0002,106.8125
2024-06-15 21,0.2703,0.0000,104.0000
2024-06-15 22,0.2683,0.0000,91.0000
2024-06-15 23,0.2507,0.0000,93.2500
2024-06-16 00,0.2306,0.0000,65.8750
2024-06-16 01,0.2257,0.0000,74.7500
2024-06-16 02,0.2057,0.0000,96.8750
2024-06-16 03,0.2053,0.0000,111.3750
2024-06-16 04,0.1993,0.0000,114.0625
2024-06-16 05,0.1886,0.0171,89.3750
2024-06-16 06,0.1609,0.1192,50.3750
2024-06-16 07,0.1093,0.3054,60.1875
2024-06-16 08,0.0783,0.4861,57.7812
2024-06-16 09,0.0394,0.6416,41.3750
2024-06-16 10,0.0120,0.7271,34.4375
2024-06-16 11,0.0104,0.7651,36.0625
2024-06-16 12,0.0301,0.7812,40.2500
2024-06-16 13,0.0427,0.7651,30.4688
2024-06-16 14,0.0569,0.7275,28.6094
2024-06-16 15,0.1150,0.6445,38.3750
2024-06-16 16,0.1595,0.5215,58.2812
2024-06-16 17,0.2021,0.3450,74.8125
2024-06-16 18,0.2421,0.1396,91.9375
2024-06-16 19,0.2610,0.0266,113.8125
2024-06-16 20,0.2314,0.0003,112.6250
2024-06-16 21,0.2271,0.0001,107.1250
2024-06-16 22,0.2303,0.0001,114.8750
2024-06-16 23,0.2479,0.0000,115.7500
2024-06-17 00,0.2783,0.0000,110.4375
2024-06-17 01,0.2791,0.0000,84.7500
2024-06-17 02,0.2805,0.0000,72.6250
2024-06-17 03,0.2954,0.0000,98.9375
2024-06-17 04,0.3010,0.0000,87.7500
2024-06-17 05,0.3101,0.0161,102.5625
2024-06-17 06,0.3284,0.1192,88.3750
2024-06-17 07,0.2727,0.3054,86.0000
2024-06-17 08,0.2649,0.4753,75.9375
2024-06-17 09,0.2544,0.5488,75.9375
2024-06-17 10,0.2399,0.6260,64.6250
2024-06-17 11,0.2341,0.6924,54.6250
2024-06-17 12,0.2527,0.6519,37.0938
2024-06-17 13,0.2681,0.6265,53.1250
2024-06-17 14,0.2832,0.6113,46.7812
2024-06-17 15,0.3003,0.5312,57.6875
2024-06-17 16,0.3013,0.4016,89.9375
2024-06-17 17,0.3103,0.3069,109.0625
2024-06-17 18,0.3345,0.1396,123.0000
2024-06-17 19,0.3513,0.0229,127.7500
2024-06-17 20,0.3491,0.0003,134.8750
2024-06-17 21,0.3450,0.0001,128.2500
2024-06-17 22,0.3289,0.0001,101.6875
2024-06-17 23,0.3037,0.0000,117.7500
2024-06-18 00,0.2754,0.0000,114.5625
2024-06-18 01,0.2527,0.0000,96.6250
2024-06-18 02,0.2512,0.0000,107.8125
2024-06-18 03,0.2382,0.0000,95.3125
2024-06-18 04,0.2355,0.0000,102.6250
2024-06-18 05,0.2373,0.0145,114.7500
2024-06-18 06,0.2216,0.1192,102.3125
2024-06-18 07,0.2278,0.3054,94.3125
2024-06-18 08,0.2114,0.4792,68.6250
2024-06-18 09,0.1837,0.6138,71.5000
2024-06-18 10,0.1873,0.6885,31.3125
2024-06-18 11,0.1874,0.7095,46.2500
2024-06-18 12,0.2081,0.6577,40.2812
2024-06-18 13,0.1947,0.6812,49.4375
2024-06-18 14,0.2178,0.6333,65.0625
2024-06-18 15,0.2321,0.5591,67.7500
2024-06-18 16,0.2649,0.4358,78.9375
2024-06-18 17,0.2167,0.3450,92.0000
2024-06-18 18,0.1969,0.1396,110.0000
2024-06-18 19,0.2100,0.0229,149.3750
2024-06-18 20,0.2158,0.0002,150.0000
2024-06-18 21,0.1869,0.0001,129.0000
2024-06-18 22,0.2019,0.0001,124.1250
2024-06-18 23,0.1920,0.0000,116.4375
2024-06-19 00,0.1940,0.0000,70.6250
2024-06-19 01,0.1879,0.0000,76.0000
2024-06-19 02,0.1621,0.0000,96.9375
2024-06-19 03,0.1427,0.0000,92.3750
2024-06-19 04,0.1231,0.0000,92.6250
2024-06-19 05,0.1144,0.0125,109.6875
2024-06-19 06,0.0934,0.1064,97.5625
2024-06-19 07,0.0373,0.2578,95.7500
2024-06-19 08,0.0130,0.4539,62.6250
2024-06-19 09,0.0273,0.4917,60.4062
2024-06-19 10,0.0204,0.5469,42.2500
2024-06-19 11,0.0278,0.5571,28.9062
2024-06-19 12,0.0615,0.5474,32.1562
2024-06-19 13,0.0786,0.5439,54.4688
2024-06-19 14,0.1126,0.4763,42.7500
2024-06-19 15,0.1362,0.3782,60.9062
2024-06-19 16,0.1453,0.3193,51.4688
2024-06-19 17,0.1625,0.2185,67.1875
2024-06-19 18,0.1760,0.1127,82.4375
2024-06-19 19,0.2009,0.0145,104.1250
2024-06-19 20,0.2312,0.0001,121.5000
2024-06-19 21,0.2303,0.0000,123.5625
2024-06-19 22,0.2086,0.0000,102.2500
2024-06-19 23,0.2150,0.0000,97.6875
2024-06-20 00,0.2185,0.0000,115.8125
2024-06-20 01,0.2015,0.0000,112.0000
2024-06-20 02,0.2087,0.0000,110.6875
2024-06-20 03,0.2423,0.0000,83.5000
2024-06-20 04,0.2428,0.0000,106.7500
2024-06-20 05,0.2708,0.0086,108.3750
2024-06-20 06,0.2305,0.0789,107.8750
2024-06-20 07,0.1750,0.1920,102.0625
2024-06-20 08,0.1617,0.3025,95.4375
2024-06-20 09,0.1720,0.3708,95.6875
2024-06-20 10,0.1693,0.4810,88.5625
2024-06-20 11,0.1819,0.5503,68.7500
2024-06-20 12,0.1815,0.5601,72.1875
2024-06-20 13,0.1912,0.5317,89.2500
2024-06-20 14,0.1947,0.5215,76.2500
2024-06-20 15,0.2279,0.4563,63.4375
2024-06-20 16,0.2410,0.3857,71.1250
2024-06-20 17,0.2678,0.2534,111.4375
2024-06-20 18,0.3228,0.1238,123.8125
2024-06-20 19,0.3459,0.0170,139.0000
2024-06-20 20,0.3574,0.0001,113.3750
2024-06-20 21,0.3586,0.0000,112.8750
2024-06-20 22,0.3650,0.0000,115.0000
2024-06-20 23,0.3257,0.0000,109.0625
2024-06-21 00,0.3103,0.0000,93.3750
2024-06-21 01,0.2639,0.0000,124.6250
2024-06-21 02,0.3027,0.0000,96.4375
2024-06-21 03,0.3313,0.0000,84.6250
2024-06-21 04,0.3555,0.0000,86.1875
2024-06-21 05,0.3193,0.0133,105.5000
2024-06-21 06,0.2788,0.1088,105.3125
2024-06-21 07,0.2468,0.2717,116.1875
2024-06-21 08,0.2080,0.4167,103.2500
2024-06-21 09,0.1837,0.5391,102.6875
2024-06-21 10,0.1584,0.6260,103.4375
2024-06-21 11,0.1713,0.6753,57.6562
2024-06-21 12,0.1862,0.6650,55.9062
2024-06-21 13,0.2003,0.5986,55.6562
2024-06-21 14,0.2018,0.5708,72.5000
2024-06-21 15,0.2218,0.4346,68.1250
2024-06-21 16,0.2411,0.3464,73.4375
2024-06-21 17,0.2690,0.2260,81.3750
2024-06-21 18,0.2861,0.1093,95.5625
2024-06-21 19,0.2812,0.0164,113.8750
2024-06-21 20,0.3438,0.0001,113.9375
2024-06-21 21,0.3574,0.0000,77.0000
2024-06-21 22,0.3630,0.0000,89.2500
2024-06-21 23,0.3689,0.0000,97.8750
2024-06-22 00,0.3469,0.0000,73.1250
2024-06-22 01,0.3582,0.0000,81.4375
2024-06-22 02,0.3623,0.0000,113.0625
2024-06-22 03,0.3794,0.0000,84.1875
2024-06-22 04,0.4199,0.0000,90.9375
2024-06-22 05,0.4126,0.0142,88.0000
2024-06-22 06,0.3577,0.1151,84.1250
2024-06-22 07,0.3147,0.3054,43.1875
2024-06-22 08,0.2808,0.4888,34.2812
2024-06-22 09,0.2673,0.5771,30.5469
2024-06-22 10,0.2634,0.6265,46.4688
2024-06-22 11,0.2546,0.6543,28.9688
2024-06-22 12,0.1998,0.6636,37.4375
2024-06-22 13,0.2001,0.6533,32.7188
2024-06-22 14,0.2317,0.6455,45.9375
2024-06-22 15,0.2974,0.5244,45.6875
2024-06-22 16,0.3643,0.3857,57.2500
2024-06-22 17,0.3870,0.2490,81.0625
2024-06-22 18,0.4270,0.1237,95.3750
2024-06-22 19,0.4492,0.0184,106.4375
2024-06-22 20,0.4382,0.0001,100.4375
2024-06-22 21,0.4417,0.0000,71.9375
2024-06-22 22,0.4475,0.0000,70.9375
2024-06-22 23,0.4658,0.0000,50.3125
2024-06-23 00,0.4749,0.0000,80.5625
2024-06-23 01,0.4722,0.0000,95.8750
2024-06-23 02,0.4792,0.0000,99.8125
2024-06-23 03,0.4800,0.0000,96.6875
2024-06-23 04,0.4385,0.0000,110.0000
2024-06-23 05,0.3994,0.0081,111.5000
2024-06-23 06,0.3850,0.0854,100.8125
2024-06-23 07,0.3645,0.2245,94.0625
2024-06-23 08,0.2849,0.3560,46.7812
2024-06-23 09,0.2429,0.4358,26.7031
2024-06-23 10,0.2428,0.4773,37.1562
2024-06-23 11,0.2671,0.4978,24.6875
2024-06-23 12,0.2062,0.5879,28.6406
2024-06-23 13,0.2019,0.6294,46.9375
2024-06-23 14,0.2155,0.5830,52.5000
2024-06-23 15,0.2410,0.4619,58.5312
2024-06-23 16,0.2935,0.3547,60.7812
2024-06-23 17,0.3210,0.2568,64.2500
2024-06-23 18,0.3503,0.1083,111.1250
2024-06-23 19,0.3713,0.0150,117.2500
2024-06-23 20,0.3420,0.0002,103.6875
2024-06-23 21,0.3342,0.0000,106.3125
2024-06-23 22,0.3254,0.0000,93.8750
2024-06-23 23,0.3130,0.0000,104.9375
2024-06-24 00,0.2881,0.0000,124.7500
2024-06-24 01,0.2391,0.0000,131.6250
2024-06-24 02,0.2482,0.0000,134.5000
2024-06-24 03,0.2554,0.0000,136.6250
2024-06-24 04,0.2499,0.0000,135.2500
2024-06-24 05,0.2491,0.0089,160.2500
2024-06-24 06,0.2332,0.0845,160.0000
2024-06-24 07,0.1442,0.2095,154.5000
2024-06-24 08,0.1013,0.4031,135.1250
2024-06-24 09,0.0718,0.5518,108.8750
2024-06-24 10,0.0254,0.6123,89.1875
2024-06-24 11,0.0038,0.6587,84.3750
2024-06-24 12,0.0294,0.6665,87.0000
2024-06-24 13,0.0426,0.6460,108.5000
2024-06-24 14,0.0555,0.6035,101.8750
2024-06-24 15,0.1079,0.4656,85.4375
2024-06-24 16,0.0774,0.3704,91.9375
2024-06-24 17,0.0857,0.2612,107.4375
2024-06-24 18,0.0927,0.1235,129.7500
2024-06-24 19,0.1206,0.0195,139.8750
2024-06-24 20,0.1346,0.0002,145.5000
2024-06-24 21,0.1378,0.0001,134.7500
2024-06-24 22,0.1410,0.0000,123.9375
2024-06-24 23,0.1392,0.0000,119.0000
2024-06-25 00,0.1394,0.0000,120.8750
2024-06-25 01,0.1486,0.0000,124.9375
2024-06-25 02,0.1553,0.0000,116.7500
2024-06-25 03,0.1393,0.0000,124.6250
2024-06-25 04,0.1122,0.0000,120.1875
2024-06-25 05,0.1262,0.0125,133.0000
2024-06-25 06,0.1172,0.0933,129.1250
2024-06-25 07,0.0959,0.2330,106.6875
2024-06-25 08,0.0693,0.3997,92.9375
2024-06-25 09,0.0609,0.5020,74.2500
2024-06-25 10,0.0522,0.5786,91.0000
2024-06-25 11,0.0478,0.5923,80.1875
2024-06-25 12,0.0491,0.6094,78.8125
2024-06-25 13,0.0673,0.6074,90.9375
2024-06-25 14,0.0828,0.5859,105.1875
2024-06-25 15,0.1553,0.4199,131.7500
2024-06-25 16,0.1735,0.3047,130.6250
2024-06-25 17,0.1987,0.1897,129.8750
2024-06-25 18,0.2098,0.0996,133.6250
2024-06-25 19,0.2297,0.0166,153.2500
2024-06-25 20,0.2788,0.0002,157.5000
2024-06-25 21,0.2917,0.0001,138.1250
2024-06-25 22,0.3042,0.0001,154.8750
2024-06-25 23,0.3408,0.0000,130.8750
2024-06-26 00,0.3394,0.0000,135.5000
2024-06-26 01,0.3369,0.0000,124.1250
2024-06-26 02,0.3320,0.0000,112.8125
2024-06-26 03,0.3352,0.0000,102.6250
2024-06-26 04,0.3464,0.0000,95.8750
2024-06-26 05,0.3293,0.0154,115.2500
2024-06-26 06,0.3037,0.1192,111.6250
2024-06-26 07,0.2729,0.3044,104.6875
2024-06-26 08,0.2695,0.3857,88.2500
2024-06-26 09,0.2524,0.4951,75.1250
2024-06-26 10,0.2484,0.5317,69.4375
2024-06-26 11,0.2233,0.5884,61.2188
2024-06-26 12,0.2189,0.5703,61.6250
2024-06-26 13,0.2146,0.6133,48.5938
2024-06-26 14,0.2422,0.5371,91.5625
2024-06-26 15,0.2742,0.3748,105.7500
2024-06-26 16,0.2754,0.2693,116.3750
2024-06-26 17,0.2969,0.1716,113.4375
2024-06-26 18,0.3271,0.0918,128.6250
2024-06-26 19,0.3479,0.0165,144.6250
2024-06-26 20,0.3147,0.0001,170.7500
2024-06-26 21,0.2903,0.0001,137.2500
2024-06-26 22,0.2698,0.0000,161.0000
2024-06-26 23,0.2517,0.0000,131.3750
2024-06-27 00,0.2505,0.0000,107.4375
2024-06-27 01,0.2369,0.0000,128.6250
2024-06-27 02,0.2268,0.0000,130.3750
2024-06-27 03,0.2018,0.0000,113.7500
2024-06-27 04,0.1990,0.0000,106.2500
2024-06-27 05,0.1858,0.0153,110.5000
2024-06-27 06,0.1626,0.1192,105.1875
2024-06-27 07,0.1354,0.2959,95.8125
2024-06-27 08,0.0977,0.4617,100.8125
2024-06-27 09,0.0528,0.6416,95.5000
2024-06-27 10,0.0501,0.6875,98.8125
2024-06-27 11,0.0504,0.7192,87.9375
2024-06-27 12,0.0760,0.6382,77.8125
2024-06-27 13,0.0648,0.6450,62.4688
2024-06-27 14,0.0528,0.6265,77.5000
2024-06-27 15,0.0512,0.4839,82.0000
2024-06-27 16,0.0807,0.2913,107.4375
2024-06-27 17,0.0953,0.1528,121.6875
2024-06-27 18,0.1201,0.0788,139.1250
2024-06-27 19,0.1439,0.0165,163.1250
2024-06-27 20,0.1489,0.0001,136.8750
2024-06-27 21,0.1587,0.0000,123.2500
2024-06-27 22,0.1580,0.0000,139.0000
2024-06-27 23,0.1754,0.0000,123.1250
2024-06-28 00,0.2024,0.0000,114.7500
2024-06-28 01,0.2009,0.0000,124.7500
2024-06-28 02,0.1982,0.0000,126.3125
2024-06-28 03,0.1927,0.0000,117.5000
2024-06-28 04,0.1897,0.0000,119.5625
2024-06-28 05,0.1616,0.0105,132.1250
2024-06-28 06,0.1278,0.0906,144.1250
2024-06-28 07,0.0826,0.2218,140.5000
2024-06-28 08,0.0437,0.4004,116.5625
2024-06-28 09,0.0311,0.5757,93.1250
2024-06-28 10,0.0300,0.5820,87.3750
2024-06-28 11,0.0238,0.6587,69.1250
2024-06-28 12,0.0522,0.6064,64.7500
2024-06-28 13,0.0432,0.6050,51.0000
2024-06-28 14,0.0711,0.6265,61.0000
2024-06-28 15,0.0873,0.5195,74.2500
2024-06-28 16,0.1185,0.3679,75.6250
2024-06-28 17,0.1782,0.2212,123.0625
2024-06-28 18,0.2173,0.1246,153.2500
2024-06-28 19,0.2437,0.0226,162.5000
2024-06-28 20,0.2524,0.0002,194.5000
2024-06-28 21,0.2715,0.0000,128.6250
2024-06-28 22,0.2588,0.0000,109.2500
2024-06-28 23,0.2576,0.0000,93.1875
2024-06-29 00,0.2456,0.0000,87.1250
2024-06-29 01,0.2493,0.0000,63.2188
2024-06-29 02,0.2335,0.0000,72.3750
2024-06-29 03,0.2502,0.0000,68.1250
2024-06-29 04,0.2737,0.0000,85.1250
2024-06-29 05,0.2406,0.0083,91.8750
2024-06-29 06,0.2190,0.0600,85.1250
2024-06-29 07,0.1930,0.1681,80.0625
2024-06-29 08,0.1648,0.2834,61.5938
2024-06-29 09,0.1202,0.4780,64.1875
2024-06-29 10,0.1050,0.4951,71.8750
2024-06-29 11,0.0826,0.5786,58.5938
2024-06-29 12,0.0944,0.5801,74.6250
2024-06-29 13,0.0964,0.5674,68.3750
2024-06-29 14,0.1304,0.5381,75.0625
2024-06-29 15,0.1589,0.4338,78.1250
2024-06-29 16,0.2107,0.2510,92.8750
2024-06-29 17,0.2366,0.1447,115.7500
2024-06-29 18,0.2539,0.0729,130.5000
